timestamp,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,standard_analog_input0,standard_analog_input1,standard_analog_output0,standard_analog_output1,robot_status_bits,safety_status_bits,ft_raw_wrench_0,ft_raw_wrench_1,ft_raw_wrench_2,ft_raw_wrench_3,ft_raw_wrench_4,ft_raw_wrench_5,output_int_register_2,output_int_register_12,output_int_register_13,output_int_register_14,output_int_register_15,output_int_register_16,output_int_register_17,output_int_register_18,output_int_register_19,output_double_register_12,output_double_register_13,output_double_register_14,output_double_register_15,output_double_register_16,output_double_register_17,output_double_register_18,output_double_register_19
1917.288000,-0.334027,-1.625281,2.285614,-0.315290,1.394660,2.076887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-1.492007,-1.703577,-0.175436,-0.018684,0.000000,-0.000000,-17.422194,-19.956897,-1.506420,-0.168647,0.000000,-0.334053,-1.625310,2.285652,-0.315308,1.394665,2.076844,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.024660,-0.829470,-0.995364,0.015250,-0.103703,0.099128,0.022418,-0.820503,-0.986397,0.016775,-0.099128,0.103703,-0.395310,-0.003121,0.141765,-0.671978,-1.797372,0.284371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.565809,-1.118863,23.968739,1.241785,-0.694430,-0.764407,-0.395322,-0.003128,0.141768,-0.671996,-1.797379,0.284422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,30.729992,32.519981,31.609991,38.129982,37.475204,37.787422,0.589752,7,253,253,253,253,253,253,1,8.804711,-4.537213,-5.918756,1.000000,1.000000,0.000000,48.190971,48.190971,0.751955,47.910000,48.091000,47.955002,48.122002,47.772999,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.304000,-0.334027,-1.625281,2.285614,-0.315290,1.394660,2.076887,-0.000008,-0.000025,-0.000009,0.000016,-0.000023,-0.000004,-0.000998,-0.003107,-0.001101,0.002049,-0.002861,-0.000547,-0.000136,-1.494198,-1.703945,-0.175098,-0.019234,-0.000013,-0.001595,-17.431832,-19.961199,-1.506222,-0.169267,-0.000116,-0.334077,-1.625286,2.285640,-0.315284,1.394665,2.076880,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.022418,-0.822744,-0.975188,0.016775,-0.115903,0.103703,0.022418,-0.831712,-0.986397,0.016775,-0.099128,0.103703,-0.395312,-0.003111,0.141759,-0.672049,-1.797384,0.284380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.082015,-1.601820,24.547377,1.331487,-0.812052,-0.926073,-0.395322,-0.003128,0.141768,-0.671996,-1.797379,0.284422,-0.000000,0.000000,0.000012,0.000002,0.000018,0.000015,0,30.729992,32.519981,31.609991,38.129982,37.475204,37.787422,0.754332,7,253,253,253,253,253,253,1,8.765752,-4.489264,-5.933740,1.000000,1.000000,0.000039,48.190971,48.190971,0.716145,47.910000,48.091000,47.955002,48.122002,47.772999,48.014999,0,2,0.008056,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.304000,-0.334027,-1.625281,2.285614,-0.315290,1.394660,2.076887,-0.000008,-0.000025,-0.000009,0.000016,-0.000023,-0.000004,-0.000998,-0.003107,-0.001101,0.002049,-0.002861,-0.000547,-0.000136,-1.494198,-1.703945,-0.175098,-0.019234,-0.000013,-0.001595,-17.431832,-19.961199,-1.506222,-0.169267,-0.000116,-0.334077,-1.625286,2.285640,-0.315284,1.394665,2.076880,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.022418,-0.822744,-0.975188,0.016775,-0.115903,0.103703,0.022418,-0.831712,-0.986397,0.016775,-0.099128,0.103703,-0.395312,-0.003111,0.141759,-0.672049,-1.797384,0.284380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.082015,-1.601820,24.547377,1.331487,-0.812052,-0.926073,-0.395322,-0.003128,0.141768,-0.671996,-1.797379,0.284422,-0.000000,0.000000,0.000012,0.000002,0.000018,0.000015,0,30.729992,32.519981,31.609991,38.129982,37.475204,37.787422,0.754332,7,253,253,253,253,253,253,1,8.765752,-4.489264,-5.933740,1.000000,1.000000,0.000039,48.190971,48.190971,0.716145,47.910000,48.091000,47.955002,48.122002,47.772999,48.014999,0,2,0.008056,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.328000,-0.334028,-1.625284,2.285613,-0.315288,1.394658,2.076887,-0.000084,-0.000261,-0.000093,0.000172,-0.000240,-0.000046,-0.004491,-0.013982,-0.004956,0.009221,-0.012873,-0.002461,-0.005373,-1.510054,-1.710294,-0.172028,-0.024054,-0.001060,-0.007177,-17.465507,-19.976308,-1.505536,-0.171435,-0.000521,-0.334053,-1.625310,2.285628,-0.315308,1.394689,2.076868,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.017934,-0.833953,-1.008815,0.010675,-0.117428,0.097603,0.020176,-0.824986,-0.995364,0.010675,-0.114378,0.105228,-0.395318,-0.003115,0.141775,-0.672004,-1.797338,0.284363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015897,-1.432556,24.437326,1.268770,-0.737079,-0.872478,-0.395322,-0.003128,0.141769,-0.671994,-1.797378,0.284424,-0.000004,0.000002,0.000121,0.000025,0.000192,0.000158,0,30.729992,32.519981,31.609991,38.129982,37.476685,37.787422,0.503184,7,253,253,253,253,253,253,1,8.783733,-4.486267,-5.909765,1.000000,1.000000,0.000786,48.190971,48.130199,0.716145,47.924999,48.091000,47.955002,48.122002,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.344000,-0.334030,-1.625290,2.285611,-0.315284,1.394652,2.076886,-0.000198,-0.000615,-0.000218,0.000406,-0.000566,-0.000108,-0.008066,-0.025115,-0.008902,0.016564,-0.023124,-0.004421,-0.012322,-1.532462,-1.718489,-0.167462,-0.031171,-0.002466,-0.012892,-17.499892,-19.991857,-1.504843,-0.173656,-0.000937,-0.334041,-1.625322,2.285616,-0.315308,1.394665,2.076868,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.015693,-0.856372,-1.011057,0.024401,-0.118953,0.106753,0.015693,-0.854130,-1.004331,0.016775,-0.122003,0.103703,-0.395322,-0.003122,0.141784,-0.671967,-1.797327,0.284394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005164,-0.899245,24.253780,1.338785,-0.678436,-0.723411,-0.395322,-0.003128,0.141772,-0.671989,-1.797375,0.284427,-0.000008,0.000006,0.000285,0.000060,0.000452,0.000371,0,30.729992,32.519981,31.609991,38.129982,37.476685,37.787682,0.508188,7,253,253,253,253,253,253,1,8.774743,-4.510242,-5.885790,1.000000,1.000000,0.002027,48.190971,48.190971,0.823566,47.924999,48.091000,47.955002,48.122002,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.360000,-0.334034,-1.625303,2.285606,-0.315275,1.394639,2.076883,-0.000381,-0.001185,-0.000420,0.000781,-0.001091,-0.000209,-0.012640,-0.039354,-0.013951,0.025955,-0.036236,-0.006927,-0.023338,-1.567524,-1.731243,-0.160145,-0.042539,-0.004711,-0.020202,-17.543740,-20.011863,-1.503969,-0.176501,-0.001467,-0.334077,-1.625286,2.285628,-0.315344,1.394701,2.076868,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.002242,-0.910175,-1.031233,0.045751,-0.163179,0.112853,0.008967,-0.910175,-1.024507,0.045751,-0.152504,0.103703,-0.395323,-0.003102,0.141769,-0.672027,-1.797314,0.284335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.860172,-2.121329,23.188379,1.601982,-0.586762,-1.171898,-0.395322,-0.003128,0.141778,-0.671979,-1.797369,0.284434,-0.000016,0.000011,0.000549,0.000116,0.000870,0.000715,0,30.729992,32.519981,31.609991,38.129982,37.476685,37.787682,0.549445,7,253,253,253,253,253,253,1,8.813702,-4.447308,-5.936737,1.000000,1.000000,0.004105,48.190971,48.190971,0.787760,47.924999,48.091000,47.955002,48.137001,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.376000,-0.334042,-1.625327,2.285597,-0.315259,1.394617,2.076879,-0.000649,-0.002019,-0.000716,0.001332,-0.001859,-0.000355,-0.018212,-0.056696,-0.020105,0.037395,-0.052209,-0.009977,-0.039330,-1.617977,-1.749533,-0.149446,-0.059127,-0.007987,-0.029108,-17.596950,-20.036412,-1.502924,-0.179970,-0.002114,-0.334065,-1.625310,2.285628,-0.315284,1.394689,2.076892,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.004484,-1.080553,-1.073827,0.070152,-0.167755,0.102178,-0.006725,-1.064860,-1.051409,0.074727,-0.189105,0.102178,-0.395315,-0.003112,0.141773,-0.672047,-1.797347,0.284372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.850471,-1.098265,19.279018,1.474809,-0.487109,-0.997609,-0.395323,-0.003127,0.141789,-0.671960,-1.797357,0.284447,-0.000028,0.000018,0.000935,0.000197,0.001483,0.001219,0,30.729992,32.519981,31.609991,38.129982,37.476685,37.787682,0.529836,7,253,253,253,253,253,253,1,8.750768,-4.564185,-5.822857,1.000000,1.000000,0.007232,48.190971,48.190971,0.859376,47.924999,48.091000,47.955002,48.137001,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.392000,-0.334055,-1.625367,2.285583,-0.315233,1.394581,2.076872,-0.001018,-0.003169,-0.001124,0.002090,-0.002918,-0.000558,-0.024782,-0.077137,-0.027367,0.050882,-0.071044,-0.013571,-0.061208,-1.686565,-1.774340,-0.134732,-0.081909,-0.012483,-0.039610,-17.659399,-20.065613,-1.501719,-0.184068,-0.002875,-0.334065,-1.625298,2.285664,-0.315308,1.394629,2.076856,0.000000,0.000000,-0.000000,0.000000,-0.031351,0.000000,-0.042594,-1.161258,-1.096245,0.108278,-0.053376,0.086927,-0.044836,-1.161258,-1.091762,0.106753,-0.048801,0.099128,-0.395307,-0.003122,0.141756,-0.671987,-1.797394,0.284406,-0.000667,-0.003934,0.000236,-0.010019,0.003466,0.029504,-3.199070,2.315646,18.259809,0.834026,-0.002308,0.680912,-0.395323,-0.003127,0.141808,-0.671929,-1.797339,0.284468,-0.000043,0.000029,0.001468,0.000309,0.002327,0.001913,0,30.729992,32.519981,31.609991,38.129982,37.476685,37.787682,0.559680,7,253,253,253,253,253,253,1,8.780736,-4.570179,-5.888787,1.000000,1.000000,0.011617,48.190971,48.190971,0.608724,47.924999,48.105999,47.955002,48.137001,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.408000,-0.334074,-1.625427,2.285562,-0.315193,1.394525,2.076861,-0.001504,-0.004682,-0.001661,0.003089,-0.004312,-0.000824,-0.032350,-0.100668,-0.035742,0.066416,-0.092742,-0.017705,-0.089886,-1.776039,-1.806656,-0.115368,-0.111865,-0.018388,-0.051711,-17.730936,-20.099593,-1.500366,-0.188796,-0.003751,-0.334041,-1.625358,2.285604,-0.315284,1.394581,2.076868,0.000000,0.000000,-0.000000,0.004698,-0.004290,0.000000,-0.100881,-1.437001,-1.212819,0.166229,-0.144879,0.080827,-0.100881,-1.421308,-1.221787,0.167755,-0.154029,0.096078,-0.395323,-0.003133,0.141801,-0.671902,-1.797326,0.284473,0.000493,-0.000741,-0.000372,-0.002911,-0.003964,0.004041,-8.297322,-1.559539,10.735373,1.294877,0.421469,-0.446122,-0.395324,-0.003126,0.141836,-0.671881,-1.797311,0.284500,-0.000064,0.000043,0.002169,0.000457,0.003438,0.002827,0,30.729992,32.519981,31.609991,38.129982,37.478016,37.787914,0.546540,7,253,253,253,253,253,253,1,8.768749,-4.534216,-5.999671,1.000000,1.000000,0.017468,48.190971,48.190971,0.751955,47.910000,48.105999,47.955002,48.137001,47.757999,48.000000,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1917.424000,-0.334102,-1.625515,2.285531,-0.315135,1.394445,2.076846,-0.002124,-0.006609,-0.002346,0.004360,-0.006088,-0.001163,-0.040916,-0.127280,-0.045239,0.083993,-0.117304,-0.022372,-0.126281,-1.889163,-1.847484,-0.090713,-0.149981,-0.025890,-0.065413,-17.811383,-20.138508,-1.498883,-0.194159,-0.004739,-0.334077,-1.625406,2.285628,-0.315200,1.394473,2.076868,0.000000,-0.003630,-0.000000,0.006160,-0.009947,0.000000,-0.242116,-1.519948,-1.304734,0.047276,-0.111328,0.068627,-0.242116,-1.524431,-1.318185,0.048801,-0.099128,0.064052,-0.395304,-0.003139,0.141803,-0.671894,-1.797391,0.284554,0.000734,-0.001576,0.000898,-0.004008,-0.001290,0.009363,-6.138534,-3.752188,15.168460,0.867820,-0.912530,0.057352,-0.395325,-0.003126,0.141876,-0.671813,-1.797270,0.284546,-0.000091,0.000061,0.003062,0.000645,0.004854,0.003990,0,30.729992,32.519981,31.609991,38.129982,37.478016,37.787914,0.596676,7,253,253,253,253,253,253,1,8.858654,-4.585163,-5.786895,1.000000,1.000000,0.024995,48.130199,48.190971,0.751955,47.910000,48.105999,47.986000,48.105999,47.757999,48.000000,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
