timestamp,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,standard_analog_input0,standard_analog_input1,standard_analog_output0,standard_analog_output1,robot_status_bits,safety_status_bits,ft_raw_wrench_0,ft_raw_wrench_1,ft_raw_wrench_2,ft_raw_wrench_3,ft_raw_wrench_4,ft_raw_wrench_5,output_int_register_2,output_int_register_12,output_int_register_13,output_int_register_14,output_int_register_15,output_int_register_16,output_int_register_17,output_int_register_18,output_int_register_19,output_double_register_12,output_double_register_13,output_double_register_14,output_double_register_15,output_double_register_16,output_double_register_17,output_double_register_18,output_double_register_19
1489.200000,-0.274318,-1.605904,2.105097,-0.160206,1.401748,2.017209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-1.747980,-1.881818,-0.178698,-0.017636,0.000000,-0.000000,-20.411200,-22.044938,-1.534434,-0.159196,0.000000,-0.274355,-1.605907,2.105115,-0.160200,1.401715,2.017220,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.060529,-1.385439,-1.347328,-0.071677,0.065577,-0.003050,0.058287,-1.383197,-1.363021,-0.073202,0.064052,-0.004575,-0.436299,-0.014063,0.195436,-0.565608,-1.827293,0.277759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.753942,4.499388,14.757813,-0.529588,-0.771600,1.220901,-0.436304,-0.014073,0.195442,-0.565579,-1.827282,0.277745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,30.329939,32.119984,31.205420,37.458977,36.363750,36.599068,0.620244,7,253,253,253,253,253,253,1,9.122375,-3.964817,-5.924749,1.000000,1.000000,0.000000,48.190971,48.190971,0.751955,47.939999,48.105999,47.939999,48.122002,47.772999,48.029999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.216000,-0.274318,-1.605904,2.105097,-0.160206,1.401748,2.017209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-1.747980,-1.881818,-0.178698,-0.017636,0.000000,-0.000000,-20.411200,-22.044938,-1.534434,-0.159196,0.000000,-0.274343,-1.605883,2.105091,-0.160212,1.401715,2.017232,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.060529,-1.378713,-1.363021,-0.076252,0.071677,-0.001525,0.058287,-1.383197,-1.363021,-0.074727,0.064052,0.000000,-0.436310,-0.014065,0.195437,-0.565604,-1.827283,0.277775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.965234,4.760827,14.662343,-0.543143,-0.711063,1.323934,-0.436304,-0.014073,0.195442,-0.565579,-1.827282,0.277745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,30.329945,32.119984,31.205420,37.458977,36.363750,36.599068,0.434760,7,253,253,253,253,253,253,1,9.107391,-3.991789,-5.930743,1.000000,1.000000,0.000000,48.130199,48.190971,0.823566,47.910000,48.105999,47.939999,48.122002,47.772999,48.029999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.232000,-0.274319,-1.605905,2.105097,-0.160205,1.401747,2.017209,-0.000069,-0.000133,0.000016,0.000011,-0.000143,-0.000001,-0.005438,-0.010479,0.001258,0.000881,-0.011233,-0.000046,-0.004817,-1.758102,-1.881097,-0.178473,-0.020885,-0.000001,-0.010477,-20.444034,-22.046733,-1.534348,-0.161429,-0.000010,-0.274355,-1.605907,2.105103,-0.160189,1.401679,2.017184,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.085189,-1.403373,-1.349570,-0.076252,0.064052,0.001525,0.078463,-1.403373,-1.363021,-0.074727,0.070152,-0.001525,-0.436301,-0.014067,0.195440,-0.565552,-1.827308,0.277769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.531470,5.853483,14.696441,-0.555281,-0.827536,1.421451,-0.436304,-0.014073,0.195443,-0.565578,-1.827282,0.277745,0.000017,0.000007,0.000049,-0.000016,0.000115,0.000066,0,30.329945,32.119984,31.205420,37.458977,36.363750,36.599068,0.559044,7,253,253,253,253,253,253,1,9.074427,-3.976804,-5.960711,1.000000,1.000000,0.000311,48.190971,48.190971,0.859376,47.910000,48.122002,47.939999,48.122002,47.772999,48.029999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.248000,-0.274321,-1.605909,2.105098,-0.160205,1.401743,2.017209,-0.000225,-0.000434,0.000052,0.000036,-0.000465,-0.000002,-0.011356,-0.021882,0.002627,0.001840,-0.023456,-0.000097,-0.014654,-1.777671,-1.879290,-0.177979,-0.027937,-0.000002,-0.021879,-20.479659,-22.048726,-1.534264,-0.163860,-0.000021,-0.274355,-1.605919,2.105175,-0.160200,1.401727,2.017220,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.076222,-1.432517,-1.374230,-0.068627,0.082352,0.000000,0.073980,-1.425792,-1.380955,-0.070152,0.065577,-0.001525,-0.436279,-0.014067,0.195415,-0.565636,-1.827334,0.277749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.789019,6.683870,13.754434,-0.665516,-0.573067,1.761739,-0.436303,-0.014073,0.195444,-0.565576,-1.827279,0.277748,0.000055,0.000021,0.000158,-0.000054,0.000374,0.000214,0,30.329945,32.119984,31.205877,37.458977,36.364376,36.599159,0.518340,7,253,253,253,253,253,253,1,9.083417,-3.961820,-5.936737,1.000000,1.000000,0.001238,48.190971,48.190971,0.787760,47.910000,48.122002,47.939999,48.122002,47.772999,48.029999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.264000,-0.274326,-1.605919,2.105099,-0.160204,1.401732,2.017209,-0.000499,-0.000962,0.000115,0.000081,-0.001031,-0.000004,-0.019194,-0.036983,0.004440,0.003110,-0.039645,-0.000163,-0.031492,-1.810678,-1.876053,-0.177116,-0.040194,-0.000004,-0.036979,-20.526669,-22.051429,-1.534166,-0.167084,-0.000035,-0.274391,-1.605919,2.105115,-0.160212,1.401751,2.017196,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.051562,-1.490804,-1.360779,-0.057952,0.071677,-0.009150,0.062771,-1.481837,-1.378713,-0.057952,0.050326,-0.006100,-0.436299,-0.014043,0.195442,-0.565632,-1.827257,0.277684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.077307,6.208114,13.263513,-0.732657,-0.563250,1.675044,-0.436302,-0.014072,0.195448,-0.565570,-1.827272,0.277755,0.000122,0.000047,0.000351,-0.000119,0.000829,0.000474,0,30.329945,32.119984,31.205877,37.459080,36.364376,36.599159,0.532632,7,253,253,253,253,253,253,1,9.083417,-3.973808,-5.885790,1.000000,1.000000,0.002969,48.190971,48.190971,0.751955,47.910000,48.122002,47.939999,48.122002,47.772999,48.029999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.280000,-0.274337,-1.605940,2.105102,-0.160203,1.401710,2.017209,-0.000921,-0.001775,0.000213,0.000149,-0.001903,-0.000008,-0.028952,-0.055780,0.006694,0.004691,-0.059799,-0.000243,-0.057084,-1.860377,-1.871004,-0.175792,-0.059000,-0.000006,-0.055778,-20.584925,-22.054896,-1.534064,-0.171103,-0.000052,-0.274379,-1.605931,2.105091,-0.160200,1.401691,2.017220,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.029144,-1.571509,-1.371988,-0.067102,0.004575,-0.003050,0.026902,-1.567026,-1.371988,-0.061002,0.003050,-0.001525,-0.436304,-0.014054,0.195456,-0.565594,-1.827246,0.277765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.934993,4.907247,12.679415,-0.478014,-0.751821,1.077931,-0.436300,-0.014071,0.195455,-0.565559,-1.827258,0.277768,0.000225,0.000087,0.000648,-0.000219,0.001530,0.000875,0,30.329945,32.119984,31.205877,37.459080,36.364376,36.599159,0.528876,7,253,253,253,253,253,253,1,9.080420,-3.970811,-5.909765,1.000000,1.000000,0.005732,48.190971,48.190971,0.751955,47.910000,48.122002,47.939999,48.122002,47.772999,48.029999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.296000,-0.274355,-1.605975,2.105106,-0.160200,1.401672,2.017209,-0.001523,-0.002934,0.000352,0.000247,-0.003145,-0.000013,-0.040632,-0.078274,0.009387,0.006586,-0.083921,-0.000335,-0.093183,-1.930033,-1.863762,-0.173911,-0.085705,-0.000286,-0.078280,-20.654253,-22.059196,-1.533974,-0.175919,-0.000071,-0.274367,-1.605955,2.105151,-0.160224,1.401691,2.017220,0.000000,-0.003656,-0.000000,0.000000,0.000000,0.000000,-0.100881,-1.744129,-1.295766,-0.059477,-0.045751,0.003050,-0.105365,-1.735161,-1.304734,-0.059477,-0.045751,0.000000,-0.436286,-0.014064,0.195443,-0.565589,-1.827261,0.277773,0.000373,-0.000104,0.001522,0.000990,0.003519,-0.000003,-11.871068,-0.118572,12.251395,-0.178722,-1.464513,0.216334,-0.436295,-0.014069,0.195468,-0.565539,-1.827234,0.277791,0.000372,0.000144,0.001071,-0.000362,0.002529,0.001446,0,30.329950,32.119984,31.205877,37.459080,36.364376,36.599159,0.530292,7,253,253,253,253,253,253,1,9.098401,-3.973808,-6.056610,1.000000,1.000000,0.009756,48.190971,48.190971,0.823566,47.924999,48.122002,47.939999,48.122002,47.772999,48.029999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.312000,-0.274385,-1.606032,2.105113,-0.160195,1.401611,2.017209,-0.002334,-0.004497,0.000539,0.000378,-0.004821,-0.000019,-0.054235,-0.104459,0.012513,0.008797,-0.112012,-0.000433,-0.141556,-2.022926,-1.853952,-0.171379,-0.121671,-0.000431,-0.104487,-20.734442,-22.064415,-1.533911,-0.181539,-0.000092,-0.274355,-1.606039,2.105115,-0.160212,1.401667,2.017208,0.000000,-0.003042,-0.000000,0.000000,0.000000,0.000000,-0.199521,-1.732920,-1.300250,-0.054901,-0.149454,-0.001525,-0.190554,-1.721710,-1.286799,-0.057952,-0.149454,-0.004575,-0.436287,-0.014072,0.195492,-0.565507,-1.827174,0.277794,0.000311,-0.000087,0.001267,0.000824,0.002929,-0.000002,-9.158582,-4.150575,13.667161,0.195527,-1.173573,-0.920671,-0.436288,-0.014067,0.195489,-0.565507,-1.827196,0.277828,0.000570,0.000221,0.001641,-0.000555,0.003876,0.002216,0,30.329950,32.119984,31.205877,37.459080,36.364937,36.599243,0.537756,7,253,253,253,253,253,253,1,9.023480,-3.952830,-5.897778,1.000000,1.000000,0.015272,48.190971,48.190971,0.644529,47.924999,48.076000,47.939999,48.122002,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.320000,-0.274405,-1.606071,2.105117,-0.160191,1.401569,2.017208,-0.002828,-0.005448,0.000653,0.000459,-0.005841,-0.000023,-0.061759,-0.118935,0.014237,0.010021,-0.127547,-0.000482,-0.170901,-2.079119,-1.847969,-0.169839,-0.143556,-0.000516,-0.118983,-20.778534,-22.067400,-1.533896,-0.184651,-0.000102,-0.274367,-1.606051,2.105127,-0.160224,1.401655,2.017184,0.000000,-0.007721,-0.000000,0.000000,-0.006687,0.000000,-0.262292,-1.665665,-1.253172,-0.057952,-0.187580,-0.003050,-0.251083,-1.672391,-1.271107,-0.054901,-0.190630,-0.004575,-0.436284,-0.014069,0.195493,-0.565483,-1.827167,0.277781,0.000692,-0.001065,0.003262,-0.000048,0.008033,0.006302,-6.906147,-5.914757,16.803600,0.305633,-1.173582,-1.283049,-0.436283,-0.014065,0.195503,-0.565486,-1.827170,0.277853,0.000690,0.000268,0.001988,-0.000672,0.004697,0.002685,0,30.329950,32.119984,31.205877,37.459080,36.364937,36.599243,0.527364,7,253,253,253,253,253,253,1,8.909600,-3.871915,-5.966705,1.000000,1.000000,0.018661,48.190971,48.190971,0.751955,47.924999,48.076000,47.939999,48.122002,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489.344000,-0.274492,-1.606238,2.105137,-0.160177,1.401390,2.017208,-0.004710,-0.009071,0.001086,0.000764,-0.009728,-0.000037,-0.087227,-0.167885,0.020031,0.014179,-0.180121,-0.000614,-0.282256,-2.291677,-1.825170,-0.163978,-0.226914,-0.000818,-0.168050,-20.926380,-22.078040,-1.533943,-0.195209,-0.000130,-0.274415,-1.606207,2.105163,-0.160212,1.401511,2.017220,-0.001317,-0.009523,-0.000000,0.000000,-0.024879,0.000000,-0.551485,-1.710501,-1.208336,-0.042701,-0.154029,-0.001525,-0.555969,-1.703776,-1.208336,-0.036601,-0.160129,-0.001525,-0.436259,-0.014075,0.195543,-0.565422,-1.827074,0.277907,0.000594,-0.002843,0.004142,-0.005377,0.011400,0.022143,-3.146601,-9.554386,19.883148,0.131291,-0.680797,-0.587918,-0.436262,-0.014057,0.195564,-0.565393,-1.827057,0.277962,0.001150,0.000446,0.003311,-0.001119,0.007821,0.004472,0,30.329950,32.119984,31.206289,37.460171,36.364937,36.599243,0.528576,7,253,253,253,253,253,253,1,8.903606,-3.814975,-6.122541,1.000000,1.000000,0.031692,48.130199,48.190971,0.823566,47.924999,48.076000,47.955002,48.105999,47.742001,48.014999,0,2,0.004028,0.004028,0.004000,0.004000,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
